,type_of_renewable_energy,installed_capacity_mw,energy_production_mwh,energy_consumption_mwh,energy_storage_capacity_mwh,storage_efficiency_percentage,grid_integration_level,initial_investment_usd,funding_sources,financial_incentives_usd,ghg_emission_reduction_tco2e,air_pollution_reduction_index,jobs_created
1514,Solar,352.3039559,323144.4325,351751.0031,3587.521812,84.43616893,Partially Integrated,369405095.5,Public-Private Partnership,2279359.449,6474.806214,90.68615625,2863
1515,Solar,310.2342095,92247.98926,318463.0075,1946.171087,94.80683168,Minimal Integration,275166212.0,Government,2036284.652,8361.097248,11.7538733,719
1516,Solar,118.0907137,217906.1991,69858.97454,5158.818561,50.92906985,Minimal Integration,412968103.4,Private,2684824.953,36648.42115,43.02808267,3636
1517,Wind,385.2523574,322980.4457,159788.3311,5754.760981,87.95946825,Partially Integrated,274367305.0,Private,10330750.19,622.3795232,2.959250724,129
1518,Wind,302.4661375,127607.9331,239849.4696,1483.617369,73.2305626,Fully Integrated,373856136.8,Private,4428627.892,735.9995801,91.73628943,1008
1519,Wind,529.893525,341010.7735,257971.724,7172.465511,68.48199592,Partially Integrated,256891924.0,Government,5334571.284,37492.10955,94.81282836,1165
1520,Biomass,848.704517,218628.1897,247182.0983,1492.753841,83.23918727,Fully Integrated,58487357.14,Public-Private Partnership,13942311.15,12283.24812,28.89133403,2232
1521,Tidal,107.8157174,280331.7262,33168.94753,1853.557615,60.74242584,Minimal Integration,237121635.4,Government,4442781.134,38399.77989,7.077649208,4351
1522,Wave,665.7723116,189733.3351,47258.42126,1929.320956,83.87435625,Isolated Microgrid,284473884.2,Private,16419791.81,15432.96218,52.9377994,1209
1523,Geothermal,307.9094407,55810.22642,287469.1794,8856.984184,81.04069843,Partially Integrated,190997998.7,Private,11658775.15,1204.374758,64.83296078,3346
1524,Wave,514.5575784,430843.5033,5286.171587,3867.472044,71.10595958,Minimal Integration,81928028.21,Government,9764076.612,24231.79445,3.829146553,59
1525,Tidal,53.74266116,91951.53867,282855.8235,2951.216757,55.90203496,Partially Integrated,320441029.7,Public-Private Partnership,12895716.85,31326.97801,79.94067394,994
1526,Solar,91.93675565,346252.7917,323068.6765,7058.066068,88.46985315,Isolated Microgrid,461555422.9,Government,12033160.37,10005.19837,66.46767339,546
1527,Solar,63.84572749,392721.0975,358018.9979,540.7802083,74.75006029,Fully Integrated,245253227.1,Public-Private Partnership,7646692.033,8412.119624,41.02353366,1661
1528,Wind,555.6227116,112026.7469,83715.29097,8002.117987,54.50086525,Minimal Integration,87471936.89,Private,3257084.781,18109.83781,95.23214471,2881
1529,Biomass,383.0957219,229319.8074,258274.8234,3666.926952,90.16050153,Fully Integrated,294485788.1,Private,14722759.02,18202.66639,15.67690014,3945
1530,Biomass,477.2703247,215324.9225,116397.4166,9898.114596,95.76825429,Partially Integrated,413834383.3,Government,13161342.84,31697.74309,21.46376624,3650
1531,Tidal,925.5430285,499398.1764,231313.866,4694.360261,58.95918876,Fully Integrated,176456031.0,Government,8437869.395,5384.742056,46.17559034,620
1532,Solar,726.5761885,25688.11491,200774.9244,3401.795893,88.70125305,Minimal Integration,461768918.2,Public-Private Partnership,11053500.22,11547.58251,79.69902631,3598
1533,Tidal,103.2892822,416601.9516,120014.3569,1068.250514,74.94318304,Fully Integrated,474604378.3,Private,5976096.433,9953.420854,7.659696052,216
1534,Solar,483.3887296,53203.23745,286941.4603,2604.957943,72.73885062,Isolated Microgrid,408119436.4,Public-Private Partnership,18111707.14,45525.85006,71.76568969,4196
1535,Biomass,663.2980611,70229.26988,76575.56406,3566.381805,68.11732197,Fully Integrated,202969280.2,Private,13657569.98,5987.920267,89.69022913,4953
1536,Geothermal,16.80437255,173214.1742,231886.594,7160.102795,55.88414291,Partially Integrated,328561630.1,Government,576733.6686,33696.56857,51.03282883,3670
1537,Solar,939.0451586,342971.7816,190899.185,5913.441037,98.08278151,Isolated Microgrid,271139465.6,Public-Private Partnership,2860751.112,1042.453508,17.10577656,3368
1538,Solar,382.7538048,277741.8244,178561.7088,5655.588645,74.59796873,Fully Integrated,174858347.6,Government,13885431.72,14186.96915,5.833684068,4377
1539,Geothermal,808.6783859,247725.4933,52688.33024,5724.696295,88.73503904,Isolated Microgrid,37926967.95,Private,17307197.18,17880.99217,54.23539357,1820
1540,Hydroelectric,525.0508432,133879.4829,163437.4494,9242.696157,95.04998113,Minimal Integration,465443651.2,Government,17096784.36,47358.45349,52.55755595,4239
1541,Solar,753.6349508,254610.2822,405617.4664,8747.490769,75.06270029,Isolated Microgrid,72370777.96,Public-Private Partnership,19401606.25,12482.84589,29.28703398,1145
1542,Biomass,619.0937436,123866.2923,308678.672,5972.964514,77.02067585,Partially Integrated,19258051.37,Government,7968782.676,6713.936223,13.81924874,1013
1543,Tidal,414.7473654,261982.4516,354200.3235,531.7172035,78.32695882,Minimal Integration,267186519.9,Government,10751413.25,30282.00405,99.25697646,1426
1544,Solar,951.1900816,286484.6378,81366.40141,7908.301651,90.86237998,Fully Integrated,319688916.9,Government,6953513.442,779.830011,64.30993127,442
1545,Tidal,339.6773983,211358.6762,367575.8053,6703.414836,89.46140657,Fully Integrated,138098981.4,Public-Private Partnership,10779446.8,8515.45485,7.547739808,1123
1546,Geothermal,79.72936091,296249.0598,152937.292,5276.928234,97.4071057,Fully Integrated,53602687.3,Private,18225523.04,25467.87276,14.894813,2337
1547,Wave,541.7559458,261732.8132,387525.3153,8433.684078,68.74916643,Minimal Integration,143751241.9,Government,11698527.19,49651.01768,71.63841823,3409
1548,Hydroelectric,89.11166641,41721.8885,415635.8843,7209.467068,59.01549936,Isolated Microgrid,328473580.7,Private,17884720.71,32137.36344,92.54225832,3141
1549,Hydroelectric,262.5456809,480602.0935,180802.8145,3032.742969,53.76068817,Fully Integrated,111401858.6,Public-Private Partnership,19805856.1,36086.44978,62.64063473,1918
1550,Geothermal,190.3699095,205842.5997,338174.8813,2733.197622,61.2231585,Fully Integrated,151122689.9,Government,2637711.33,29272.15866,84.22164308,3281
1551,Wind,852.0459322,177658.3376,270895.1998,8984.833788,93.12550791,Fully Integrated,427942017.1,Public-Private Partnership,13465932.04,18991.61131,65.90398072,4268
1552,Solar,338.8186546,62702.44627,84396.21353,1810.102589,71.3212951,Fully Integrated,266806028.7,Private,5771907.968,13892.85395,66.2668225,267
1553,Geothermal,489.4097788,7687.650985,19625.271,2198.494995,61.40281984,Fully Integrated,14516608.96,Government,6206070.188,6718.039719,95.18281167,300
1554,Biomass,527.776155,26492.00912,370018.5802,6837.061825,61.13216114,Partially Integrated,432626375.2,Private,16034476.15,30892.41813,80.09964447,3401
1555,Geothermal,330.995818,136091.8876,23872.45979,7082.157737,74.77508621,Minimal Integration,81998488.72,Private,1914030.836,19070.45355,87.61646872,426
1556,Biomass,360.0277475,433241.704,105312.8927,5631.207089,63.54628682,Isolated Microgrid,195965890.2,Public-Private Partnership,13378326.2,17124.6774,92.08333519,233
1557,Solar,973.6056821,488591.4317,131556.8068,682.426027,90.1687032,Isolated Microgrid,273078565.9,Public-Private Partnership,14579230.85,31197.84851,75.25298396,4810
1558,Wind,625.7253068,180897.96,90326.19122,4163.134405,70.2926458,Isolated Microgrid,442202031.8,Public-Private Partnership,11833305.8,22474.25447,44.18149446,1325
1559,Hydroelectric,704.1945842,462341.3447,316092.4519,5121.344148,70.13065179,Minimal Integration,472694774.9,Public-Private Partnership,12557064.46,46133.72122,69.57658266,537
1560,Solar,332.3148472,166465.8123,34141.95537,5229.277531,76.72014612,Isolated Microgrid,113514259.8,Private,2848488.488,47784.08002,57.22805418,2894
1561,Tidal,92.7958051,227032.7766,400797.636,9525.699106,65.03582026,Partially Integrated,458825600.1,Private,19995256.68,5788.404547,7.680003276,4972
1562,Tidal,165.1410974,347268.2868,252157.1679,3065.811338,83.37965768,Minimal Integration,85725571.1,Public-Private Partnership,7755677.917,28220.75614,39.51055412,1217
1563,Geothermal,755.8564704,209542.1901,408063.0772,1684.264553,88.86129013,Minimal Integration,145167703.8,Government,18414516.81,22483.85823,23.63441746,3178
1564,Hydroelectric,361.5480228,75383.34823,404095.5917,9780.222049,93.57440595,Fully Integrated,268977456.9,Private,4468832.485,49612.22965,72.86003223,4661
1565,Tidal,164.0810889,139397.2789,33547.39366,4528.217289,96.59738613,Partially Integrated,136059659.8,Private,10098098.72,36541.30206,25.37075577,844
1566,Geothermal,266.8798702,288362.858,315959.0019,2599.571803,51.64439868,Fully Integrated,310093620.6,Government,13407900.68,20683.29549,96.78600871,440
1567,Wind,219.4638274,34527.10493,250390.5087,1336.168255,53.11469844,Minimal Integration,448141716.8,Public-Private Partnership,6784539.949,43507.61662,89.0297411,157
1568,Solar,830.2329317,164034.1127,279080.964,1605.947683,87.32637303,Isolated Microgrid,485967371.9,Private,2876252.246,17058.31048,29.67598586,4286
1569,Wind,963.5990666,131010.7206,275245.1498,465.2771378,64.4898082,Partially Integrated,310999835.3,Private,11701578.6,45010.12493,72.69990418,4653
1570,Wave,979.1814603,224212.473,382654.0585,2308.515929,59.89069117,Isolated Microgrid,76657607.07,Private,3810509.877,43507.15224,74.33458924,2517
1571,Biomass,211.3994683,27943.76713,64664.18579,6438.738509,60.92487955,Fully Integrated,136148467.0,Government,2962583.758,39745.45324,92.98273946,2034
1572,Hydroelectric,472.0582341,427856.7984,20216.41546,7213.226558,93.96914932,Fully Integrated,322391855.9,Public-Private Partnership,5931773.944,34512.05279,15.06505345,3018
1573,Biomass,636.7710932,254553.793,225441.541,1099.975333,58.76082283,Fully Integrated,475957558.4,Government,6509490.831,33517.25815,26.36387338,4653
1574,Hydroelectric,353.3688816,488478.7573,254746.3874,6185.765684,78.3752261,Minimal Integration,377012399.7,Government,19495096.17,4156.495454,79.60578308,535
1575,Biomass,205.6740141,471929.4923,266836.6925,5979.362661,95.57384756,Minimal Integration,404544295.3,Government,15113296.66,12569.85091,44.81083477,982
1576,Tidal,362.5574241,319990.1902,263149.6115,3879.958309,51.24629559,Fully Integrated,68621093.46,Public-Private Partnership,7028703.488,18831.51545,91.08236547,4335
1577,Hydroelectric,781.8671437,360156.3622,241532.7829,4284.670912,54.94925115,Fully Integrated,40524011.64,Government,17973405.35,16436.85897,80.91105354,2852
1578,Tidal,8.64342705,203191.0002,189741.9943,6329.19148,84.34327534,Partially Integrated,29957979.82,Government,11838841.28,26882.48344,74.71805969,4474
1579,Biomass,844.7832226,211122.5539,371112.4818,3431.311041,56.61300295,Minimal Integration,374194735.8,Government,13250257.3,44861.52169,31.40544103,177
1580,Geothermal,981.8348744,410331.6738,265127.6369,8490.118559,76.35505909,Minimal Integration,197909264.7,Public-Private Partnership,13449444.18,7973.253182,74.79192065,927
1581,Solar,605.9926579,148796.6647,118602.1054,1027.071419,69.13736114,Minimal Integration,401803004.7,Government,7708541.036,8788.123766,9.566732498,2950
1582,Wind,866.56739,84536.66951,363047.9671,3129.060309,69.5253112,Minimal Integration,285967214.2,Government,9541857.5,7802.340017,71.08225883,325
1583,Wave,750.6739325,193934.6535,52541.56232,6323.165216,95.4108941,Partially Integrated,288664465.0,Public-Private Partnership,7935401.228,4406.86945,10.94651948,1063
1584,Biomass,702.9780984,122605.4856,401825.568,6397.74782,90.08765039,Isolated Microgrid,219838862.7,Public-Private Partnership,16913368.54,45123.40859,91.07810602,977
1585,Wave,787.9691889,164738.5367,361629.0828,4152.251556,50.73819021,Partially Integrated,246035245.8,Private,5771809.262,25512.71803,61.65353861,1097
1586,Hydroelectric,344.0994006,168404.8833,13074.30434,7583.386505,57.47143023,Isolated Microgrid,156634601.6,Private,10094889.19,44301.7298,96.40824348,4173
1587,Geothermal,349.7396153,344540.2504,173203.7723,9301.673002,53.60972846,Partially Integrated,454918371.6,Government,15915331.85,23451.65465,93.07578113,350
1588,Wave,737.4338424,43710.17892,5356.687346,538.9339116,66.45078606,Fully Integrated,186551419.9,Government,5379655.957,39836.7366,6.56344866,439
1589,Biomass,531.4039472,369267.0424,37691.47397,5651.157599,92.54971456,Isolated Microgrid,130726492.2,Government,15245320.51,45681.24264,5.800075607,3641
1590,Geothermal,520.2720554,380803.0741,64245.46676,6493.59735,85.43597486,Partially Integrated,39217544.76,Government,19752894.83,36921.67783,6.954795026,1121
1591,Solar,73.1293466,472073.9949,229300.4002,7447.71347,79.63912656,Isolated Microgrid,287664626.4,Public-Private Partnership,3808779.03,45020.69559,2.519596443,3810
1592,Wave,735.1060237,39574.074,53910.98427,9174.357747,85.31367846,Minimal Integration,391950468.0,Government,9173295.29,9472.777534,82.57972654,3325
1593,Wave,939.6256831,393430.5008,188097.1462,9598.909754,65.16325131,Partially Integrated,245424357.3,Government,19479852.74,7013.839269,42.8161447,2766
1594,Biomass,659.5769785,230369.1563,63816.31182,308.6542957,78.51361171,Partially Integrated,218836086.5,Government,9582642.261,33144.4264,5.006011953,806
1595,Hydroelectric,861.2272285,204421.208,123427.0034,3994.337342,98.15245944,Minimal Integration,431461071.9,Public-Private Partnership,11716056.71,6090.46307,96.34812137,4767
1596,Wind,927.0085421,371534.6283,309590.1511,7788.185844,99.98877532,Fully Integrated,89056942.68,Private,15458019.97,21682.05165,71.21627129,3908
1597,Solar,480.0602912,22691.87346,70521.4303,3135.41874,57.65296347,Partially Integrated,360331646.1,Public-Private Partnership,8709097.308,12961.93677,86.62541985,3677
1598,Hydroelectric,153.3366216,32508.36179,377147.8479,7448.594947,65.84025565,Fully Integrated,462824207.0,Public-Private Partnership,9675821.238,22280.4114,41.1312654,1071
1599,Wind,415.9735147,347650.3376,356075.0171,5975.421617,69.41602563,Isolated Microgrid,117396862.9,Government,1696499.468,36487.55815,29.40293802,3210
1600,Wave,886.8976191,120790.158,177288.6349,884.328303,71.35318004,Minimal Integration,133077229.5,Public-Private Partnership,16847553.19,34389.7085,22.05517996,2786
1601,Geothermal,60.43700062,346192.0121,84359.29363,3863.380136,95.48831821,Minimal Integration,232970039.5,Public-Private Partnership,5462944.041,10182.96164,96.97659388,516
1602,Solar,11.98100797,372838.1818,147745.6272,1022.035912,71.54816847,Minimal Integration,364998592.2,Public-Private Partnership,6460600.515,29424.31043,18.59436731,4966
1603,Hydroelectric,707.9222992,267738.8609,76299.4001,1235.118376,91.40050835,Partially Integrated,457376131.9,Government,15762242.66,18515.98978,20.29433915,3090
1604,Tidal,277.7024148,172682.6027,148159.4219,8652.855509,99.22480863,Fully Integrated,188494819.8,Government,10128800.78,30887.29038,88.98713431,4281
1605,Solar,752.875262,356806.4958,174782.0785,33.59587126,68.92638492,Isolated Microgrid,208765394.6,Government,8573208.205,47287.572,6.00668091,1259
1606,Wave,161.3755501,233504.6246,174709.5352,6928.920378,80.76244625,Isolated Microgrid,162521360.4,Government,12221132.61,47196.25887,90.9867656,4639
1607,Biomass,753.3041203,235833.0274,89920.2965,2510.601054,99.6480366,Fully Integrated,230428538.7,Public-Private Partnership,16737915.56,6268.169264,12.13696188,3349
1608,Biomass,57.82912977,376237.6057,337363.3956,8998.406782,83.7104476,Minimal Integration,63649896.39,Private,9319449.513,12456.5381,8.958185076,3601
1609,Tidal,666.5541116,257002.1103,237475.3569,3470.747174,70.31725093,Isolated Microgrid,408583987.2,Government,17586747.73,10947.11481,15.38429975,2098
1610,Solar,27.73150367,318707.9266,100213.0738,4019.952605,95.02488795,Minimal Integration,371781592.3,Government,14303560.76,20081.82975,71.91109266,2344
1611,Geothermal,927.8840673,54968.45216,333002.9206,3804.517569,70.2097949,Partially Integrated,259987653.7,Private,15313839.84,9441.503178,12.14166191,1550
1612,Hydroelectric,499.2132846,72196.18113,258836.6093,2913.144393,65.72495672,Fully Integrated,397772407.7,Private,6628834.93,28832.85404,7.223719363,3233
1613,Wind,441.2312794,309765.7238,6967.382493,4150.962923,64.31583365,Partially Integrated,56792156.77,Government,11977112.69,44813.39607,69.70801595,3976
1614,Solar,757.2605409,336648.7795,122729.5779,2876.544291,88.77331896,Isolated Microgrid,419630790.8,Government,209839.3386,39094.55133,81.12542794,2543
1615,Solar,344.8498175,312344.9192,431026.2768,1062.360749,71.86038928,Partially Integrated,198232737.3,Private,19662198.32,40458.86009,39.31614598,3785
1616,Biomass,242.868293,251745.8625,447201.7936,7764.61216,54.93977804,Partially Integrated,484781269.5,Private,12294028.35,20438.5927,28.09813854,3879
1617,Wind,980.8227795,129995.294,109504.4769,5077.904398,67.61694929,Isolated Microgrid,209816519.1,Private,6547154.469,34903.54756,25.53609128,3983
1618,Biomass,153.892413,7751.355604,26472.22611,1019.738153,63.62440657,Fully Integrated,170622547.9,Private,18640036.94,13351.00636,1.751188892,3607
1619,Biomass,435.7404845,124264.9874,59747.03679,8973.984093,73.28688563,Minimal Integration,483173354.8,Public-Private Partnership,18721013.59,27248.37154,66.32396295,2077
1620,Wind,459.8932965,254514.2095,414897.9983,9450.3992,74.88691409,Isolated Microgrid,388523903.3,Public-Private Partnership,11423702.87,17851.69504,97.09065354,2363
1621,Hydroelectric,837.7011483,197415.011,131122.2898,5003.425618,57.20303316,Minimal Integration,358701800.2,Government,18266653.1,40640.24641,37.83260851,158
